,open,close,high,low,volume,money,mov_percent,movement,EMA-5,ROC-5,RSI,MI
2007-12-05,1322.31,1359.3,1360.22,1318.3,2100951900.0,35465619084.0,0.7031460675434164,1,0.7534244917774539,0.7367566096964786,0.4048999521976171,-18.819999999999936
2007-12-06,1364.06,1360.19,1367.22,1348.4,1788814900.0,29020617064.0,0.5187571275292707,0,0.7076917950639883,0.6617838897195607,0.4068273348565157,46.13000000000011
2007-12-07,1362.77,1382.2,1382.23,1362.77,2137516800.0,34513835216.0,0.6210618621208917,1,0.7408736341885739,0.750426609716992,0.4544450270035749,47.799999999999955
2007-12-10,1363.37,1419.07,1420.53,1358.25,3110256200.0,51531779563.0,0.780232140831081,1,0.8058040249831856,0.7932887041854806,0.5254286461862528,97.81999999999994
2007-12-11,1423.0,1424.14,1428.41,1406.78,3081442800.0,50525463289.0,0.5405303294491564,1,0.7537194520428369,0.7758210222599099,0.5346139317353832,122.25999999999999
2007-12-12,1418.15,1419.91,1430.53,1407.3,3000782000.0,51097018419.0,0.5431631016858476,1,0.6930447368775255,0.6951991436953973,0.523712006321313,139.2900000000002
2007-12-13,1414.84,1366.74,1421.15,1366.56,2981525800.0,51516658587.0,0.33228098040332044,0,0.5136941494136575,0.5971039297838788,0.4020103659489582,47.5
2007-12-14,1352.96,1398.17,1398.17,1346.49,2484650400.0,40404889007.0,0.7357130166926281,1,0.636233282990838,0.6137234511461263,0.4667578730185914,102.74000000000001
2007-12-17,1401.18,1385.65,1403.0,1384.25,2932034800.0,49643646261.0,0.4694062563635174,0,0.5919912255807351,0.5271434318572658,0.4400310998233401,76.98000000000002
2007-12-18,1378.92,1375.66,1392.77,1368.73,1890944300.0,31316206286.0,0.5215875118418075,0,0.5697301745757797,0.5012691699920635,0.41866890964535186,53.680000000000064
2007-12-19,1385.03,1406.58,1411.31,1385.03,2403155700.0,38927411228.0,0.628850765858747,1,0.6728335675703359,0.5620734830078995,0.48386070771021283,47.27999999999997
2007-12-20,1412.43,1426.13,1429.09,1404.63,2443318100.0,40593730644.0,0.5937835657268293,1,0.7083425886377551,0.6923989596033508,0.5214516926759897,65.94000000000005
2007-12-21,1421.2,1445.73,1446.23,1420.13,2913001100.0,49285505988.0,0.639029459829233,1,0.7313992428154701,0.6691219692747126,0.5571296519648171,63.52999999999997
2007-12-24,1454.73,1470.62,1484.11,1454.73,3760908400.0,65738867685.0,0.6011050095987615,1,0.7608694336610462,0.7364665954777501,0.5992429933345405,51.549999999999955
2007-12-25,1474.52,1481.75,1485.19,1465.03,3186438200.0,55810424207.0,0.5650798971408232,1,0.740873358751513,0.7754296735221871,0.6172346253528022,57.6099999999999
2007-12-26,1485.69,1506.41,1506.41,1483.01,3424261500.0,62492145508.0,0.6191986166849016,1,0.764818998751523,0.7602721021239366,0.6552609426295201,86.5
2007-12-27,1512.04,1527.81,1531.54,1511.37,4145944800.0,77191593301.0,0.598152413011087,1,0.7706809595910628,0.7610718886359357,0.6856527272947808,161.06999999999994
2007-12-28,1529.95,1520.99,1531.39,1515.66,3388121000.0,60388617235.0,0.5006881212970116,0,0.697909812797519,0.7136168208441557,0.6643795231851792,122.81999999999994
2008-01-02,1524.53,1547.98,1552.6,1512.04,3614397600.0,65224899352.0,0.62778886970932,1,0.7406896242249336,0.7149657040879853,0.7030196109732741,162.32999999999993
2008-01-03,1549.35,1571.54,1571.54,1543.93,4718026800.0,84441955276.0,0.6214473262723631,1,0.7588853988682515,0.7346806341033637,0.7334455982116572,195.87999999999988
2008-01-04,1575.79,1586.58,1590.03,1565.53,3927933500.0,75821050950.0,0.5767142483980362,1,0.7477751649184288,0.7164839310547357,0.7517280706856622,180.0
2008-01-07,1584.89,1607.42,1611.17,1578.57,4347451400.0,82596006148.0,0.6208091502443848,1,0.7550508683992773,0.7137414158899442,0.7757688356768204,181.28999999999996
2008-01-08,1612.03,1583.26,1618.83,1570.62,4847689100.0,91687281753.0,0.42892955463502486,0,0.6445290514320751,0.6862002476958053,0.6944162179239014,137.52999999999997
2008-01-09,1577.48,1619.82,1619.82,1574.56,3765113200.0,69649943183.0,0.6963626164924477,1,0.7263318913634139,0.699687242225033,0.7407934817080072,149.20000000000005
2008-01-10,1626.7,1637.65,1653.53,1625.28,4606080100.0,88287789923.0,0.5760204031188088,1,0.7321936535344596,0.688978767710669,0.7610456525853223,155.9000000000001
2008-01-11,1640.29,1635.35,1643.08,1616.7,3815120800.0,72156046777.0,0.5177125625793021,0,0.6854328790870292,0.6610402266632756,0.7531852033447582,128.93999999999983
2008-01-14,1638.02,1652.79,1656.48,1632.9,3851643100.0,70975596649.0,0.5896984496745594,1,0.7036671687317082,0.6548405447964879,0.7738184377880875,124.98000000000002
2008-01-15,1655.57,1659.61,1667.91,1643.15,4285823900.0,79662039701.0,0.5503397213452355,1,0.6892344108413537,0.7041622105222175,0.7817697968928181,138.6199999999999
2008-01-16,1647.87,1619.67,1647.87,1614.13,4632091800.0,85008588135.0,0.43332257615350034,0,0.5654896938647573,0.5849988779970231,0.64429910765552,71.69000000000005
2008-01-17,1607.61,1580.4,1632.34,1536.61,4889707400.0,89549177982.0,0.4344432017781856,0,0.4844752280086002,0.49900745700340354,0.5345920710947538,8.860000000000127
2008-01-18,1580.24,1598.68,1598.68,1565.03,3628555200.0,64924403436.0,0.605570219157628,1,0.5711878920607218,0.5299237371628553,0.5677411076274389,12.100000000000136
2008-01-21,1602.14,1524.18,1604.84,1519.07,3883990500.0,69011691140.0,0.24452886583984224,0,0.39939214022549213,0.39331191161306,0.4038048813032593,-83.24000000000001
2008-01-22,1487.93,1407.74,1487.93,1398.19,4329135700.0,76559780533.0,0.2132073102254654,0,0.17297344326942887,0.21092447795968627,0.2417967273850767,-175.51999999999998
2008-01-23,1410.3,1474.89,1475.76,1399.22,4252853700.0,74509891080.0,0.8098204085094063,1,0.4843853831379658,0.3647647825226581,0.35928933346417224,-144.92999999999984
2008-01-24,1486.31,1502.99,1516.4,1470.73,4356501100.0,76608243158.0,0.6028969846514113,1,0.6004266076849568,0.46442287944268457,0.4022204647560077,-134.66000000000008
2008-01-25,1501.98,1509.64,1519.77,1490.4,3826350600.0,69946534831.0,0.5662567216905373,1,0.6217771593970869,0.4478622097665157,0.4123667929821798,-125.70999999999981
2008-01-28,1502.88,1405.64,1502.88,1400.0,3437919700.0,58025616554.0,0.14852179810633187,0,0.3423179025153872,0.39341281421207686,0.2861369972022706,-247.14999999999986
2008-01-29,1405.7,1415.04,1440.64,1393.66,2315282400.0,38978902227.0,0.5754994911875229,1,0.4534496902673081,0.5980167535553189,0.30141259780970775,-244.56999999999994
2008-01-30,1430.01,1418.25,1450.92,1386.5,2604701300.0,45663869250.0,0.4865208166635583,0,0.5135595180877653,0.49051280993218593,0.3068852722431372,-201.42000000000007
2008-01-31,1414.87,1378.56,1424.35,1378.1,2116216500.0,37064815398.0,0.3821539735728816,0,0.435573802541494,0.3810432831655959,0.26215648537652114,-201.84000000000015
2008-02-01,1376.16,1339.46,1385.04,1294.93,2618025400.0,43192278429.0,0.37613786442888264,0,0.3823983426716867,0.30719974535757494,0.2222967868867988,-259.22
2008-02-04,1371.93,1445.81,1445.86,1371.93,2504623300.0,45992579888.0,0.858010166082511,1,0.7610158923531147,0.6557096202999084,0.39091786320107524,-78.37000000000012
2008-02-05,1447.33,1447.32,1465.69,1427.81,2276685100.0,39882190815.0,0.53569462163968,0,0.7142321807816505,0.641489567080757,0.3929888206736347,39.57999999999993
2008-02-13,1434.91,1430.61,1450.14,1414.84,1591295100.0,26516849083.0,0.5178020849530657,0,0.6324429380834412,0.6067213224423705,0.372019433002574,-44.2800000000002
2008-02-14,1438.42,1452.49,1460.15,1437.37,1599347500.0,26696538492.0,0.594274119186465,1,0.6868275858547117,0.7174931092802377,0.4049593010388064,-50.5
2008-02-15,1445.11,1441.87,1445.11,1420.08,1841702300.0,31500861173.0,0.5223183747015187,0,0.6317956812461093,0.7737940903447199,0.39027750679807316,-67.77000000000021
2008-02-18,1457.79,1478.27,1486.61,1454.69,2632258300.0,46610550684.0,0.6198107204914204,1,0.7263279357856708,0.6405992356893503,0.4459496197089866,72.62999999999988
2008-02-19,1482.48,1510.79,1510.79,1473.63,2906773900.0,51954997350.0,0.6500189686687101,1,0.7769888222192256,0.6933847580281711,0.4917432103534619,95.75
2008-02-20,1515.56,1491.18,1527.08,1489.3,3230606400.0,59697838094.0,0.4394659273883359,0,0.6669949082191009,0.6896485408133781,0.460241480933383,72.93000000000006
2008-02-21,1483.69,1498.29,1509.74,1464.32,2978114900.0,51275039012.0,0.5946257983983775,1,0.6675749086157552,0.66299599542326,0.4709100859494736,119.73000000000002
2008-02-22,1493.63,1454.75,1495.34,1436.18,3078126600.0,52983532795.0,0.3799552071218069,0,0.5313922963956549,0.6072586846208943,0.401278585713448,115.28999999999996
2008-02-25,1456.21,1401.02,1464.8,1399.78,2507342800.0,42973544193.0,0.30892347112867713,0,0.41198886395719236,0.45634374771228425,0.3278538860910053,-44.789999999999964
2008-02-26,1431.06,1391.48,1444.91,1355.51,2497672200.0,45386581364.0,0.3702167065172638,0,0.4499291112811877,0.39045576782792357,0.3157418264393006,-55.83999999999992
2008-02-27,1398.67,1426.28,1427.94,1387.92,2255431300.0,38664533041.0,0.6538718301492475,1,0.5996220088156538,0.4778858590058439,0.37741354432035745,-4.329999999999927
2008-02-28,1429.13,1427.82,1440.56,1411.09,2241134900.0,40126267756.0,0.5302502943801012,0,0.6078849867006062,0.4692264489558029,0.3801082089573308,-24.670000000000073
2008-02-29,1425.82,1445.9,1446.05,1420.03,2257088700.0,39139194722.0,0.6200169560067277,1,0.6597096520664061,0.5702232502626794,0.4124996652578312,4.0300000000002
2008-03-03,1439.98,1485.34,1485.47,1428.52,3377929400.0,58415983706.0,0.7242515228348868,1,0.7534920599875485,0.7336631605343834,0.4780876171890074,7.069999999999936
2008-03-04,1489.78,1461.81,1498.64,1457.58,3879441700.0,65344249694.0,0.42337876575284533,0,0.6402087876766068,0.7098841656246063,0.43709404083010694,-48.98000000000002
2008-03-05,1454.65,1453.82,1465.33,1416.92,3538529200.0,57911218562.0,0.5323212891190084,0,0.6086274681887103,0.6328497261875092,0.42327734644430715,-37.36000000000013
2008-03-06,1457.04,1461.15,1474.8,1446.9,4052724700.0,64409294991.0,0.552617078381611,1,0.6297432563193345,0.6427996924053271,0.436805865777976,-37.13999999999987
2008-03-07,1451.88,1441.65,1464.52,1437.65,2740281900.0,45416007902.0,0.4935686979811211,0,0.5701012367807695,0.5779778467730332,0.40061367557420724,-13.099999999999909
2008-03-10,1434.67,1388.17,1434.67,1380.5,2484747400.0,41608636844.0,0.3417673240210274,0,0.4364510586050093,0.4238809752226516,0.31370195208368223,-12.849999999999909
2008-03-11,1374.71,1394.35,1394.35,1350.15,2131999600.0,36655772905.0,0.6212349617182953,1,0.5103543329879017,0.4714100218629613,0.3269586715621092,2.869999999999891
2008-03-12,1416.01,1358.6,1423.38,1357.92,2261720000.0,38088553093.0,0.2931018767017549,0,0.44268623173873545,0.42369094119871364,0.27418438077862883,-67.68000000000006
2008-03-13,1345.97,1313.42,1351.4,1289.67,2636069100.0,42691115295.0,0.3910100860840463,0,0.3681319410256044,0.3358673993027437,0.2167820996660377,-114.39999999999986
2008-03-14,1306.74,1302.12,1319.46,1285.43,1760041400.0,28528241118.0,0.5145775428609788,0,0.41290855230274504,0.34652286870265914,0.20352388852457529,-143.7800000000002
2008-03-17,1296.32,1219.34,1296.32,1217.87,2208695600.0,33634487447.0,0.18035326884733666,0,0.23114896722294392,0.2852698330724181,0.12162572089556886,-266.0
2008-03-18,1201.9,1139.18,1221.83,1124.54,2492251200.0,36153355805.0,0.22343860985743946,0,0.10389165578688142,0.13388035358257633,0.06420144720571877,-322.6299999999999
2008-03-19,1157.6,1178.71,1202.08,1138.18,2867234900.0,44236187776.0,0.6448700310448926,1,0.38468562106243087,0.25866344113657824,0.14786146419485505,-275.1099999999999
2008-03-20,1162.98,1217.18,1227.86,1113.77,3277268200.0,50531736384.0,0.8146418307621859,1,0.582895293239249,0.4045079186627506,0.22204573230264116,-243.97000000000003
2008-03-21,1216.38,1234.25,1245.25,1206.02,2879618300.0,45532877776.0,0.6236556063782354,1,0.6482135907057398,0.45667507056266265,0.25351840422545724,-207.4000000000001
2008-03-24,1246.75,1193.83,1254.75,1193.83,2638533200.0,40825464844.0,0.2817141302207616,0,0.5041110838424752,0.533628622339941,0.2132833707898317,-194.34000000000015
2008-03-25,1173.22,1209.8,1218.08,1160.53,2332856600.0,36025254494.0,0.7223287536237554,1,0.5918031852984932,0.7381204174875083,0.24375871455719414,-184.54999999999995
2008-03-26,1214.28,1213.19,1237.02,1204.56,2076852300.0,33985264510.0,0.5303639426045911,0,0.6095198032694771,0.657373383810687,0.25043015636072885,-145.40999999999985
2008-03-27,1197.36,1161.67,1198.75,1161.3,2278717100.0,34891628137.0,0.3573534066299777,0,0.44037384990725204,0.4727488796965143,0.19645707640947477,-151.75
2008-03-28,1150.46,1197.75,1199.28,1122.77,2689260600.0,40303878348.0,0.7817321656007017,1,0.6164046444876489,0.5122911921301382,0.2673573581496934,-104.36999999999989
2008-03-31,1167.66,1153.9,1186.6,1153.05,2075139800.0,30334562908.0,0.46521266979033915,0,0.4682114432966653,0.5027357136206425,0.2213318485911999,-65.43999999999983
2008-04-01,1149.29,1068.6,1159.82,1066.81,2516099000.0,35858263362.0,0.1155701826994352,0,0.22628050653334952,0.297372265198996,0.1483708109610071,-70.58000000000015
2008-04-02,1071.67,1028.14,1085.9,1017.31,2555702000.0,34834184232.0,0.29265095236794086,0,0.20476877820567568,0.20903234277013327,0.11965462879792746,-150.56999999999994
2008-04-03,1018.95,1055.41,1063.64,1000.9,2148970900.0,28867864045.0,0.7498742898611296,1,0.42948192424481757,0.3596269524146111,0.1713773098660831,-161.76999999999998
2008-04-07,1043.89,1120.83,1122.55,1033.0,2588066500.0,37400562559.0,0.9768268155022533,1,0.7285862602921124,0.4268379965541444,0.2825629901966138,-113.42000000000007
2008-04-08,1124.88,1142.44,1154.42,1118.23,2877879000.0,43263264878.0,0.6291579177662298,1,0.7674149146293572,0.5607327381046939,0.3158916858678489,-51.38999999999987
2008-04-09,1136.59,1096.12,1159.13,1096.11,2813995900.0,39744006981.0,0.32264748973144797,0,0.5477748167831061,0.6487436753377404,0.2691097984387877,-113.68000000000006
2008-04-10,1081.61,1120.33,1120.33,1070.94,2287144100.0,32209487056.0,0.7499733531659398,1,0.6561939293130454,0.8063758833357763,0.30742759194115055,-92.86000000000013
2008-04-11,1127.65,1130.88,1143.65,1122.85,2079755900.0,29527087957.0,0.5528778641406058,1,0.6791329350556511,0.7615895909664945,0.3242025458850959,-30.789999999999964
2008-04-14,1108.43,1059.22,1108.47,1056.6,2338677500.0,32430051155.0,0.27004567440607474,0,0.400034414353841,0.44965710219911686,0.25018370958607117,-138.52999999999997
2008-04-15,1051.95,1080.0,1080.0,1030.45,2119604800.0,29423656939.0,0.6953122615522171,1,0.5436511934321004,0.45042966829425607,0.28428767525970444,-73.90000000000009
2008-04-16,1075.74,1053.88,1081.83,1048.94,1840013600.0,25838634766.0,0.4141248081484363,0,0.47037266345795203,0.49018463208556745,0.25791370801685676,-14.7199999999998
2008-04-17,1055.48,1019.52,1071.83,1005.11,2030818900.0,27516691488.0,0.33184392913676364,0,0.3889896456649621,0.36330018016521226,0.22493354312243977,-8.620000000000118
2008-04-18,1011.45,976.19,1017.14,975.54,1878848700.0,23706458925.0,0.3271099430123918,0,0.29678346780627624,0.24786354466769367,0.18678649416737578,-79.22000000000003
2008-04-21,1040.96,966.16,1042.3,956.03,2721252600.0,35793823611.0,0.10570656317794985,0,0.35715516710544504,0.36854192246574624,0.17827049169272055,-154.66999999999996
2008-04-22,950.43,959.6,963.84,912.62,2214770000.0,27575440219.0,0.5934763718573418,1,0.412283694191454,0.31027620909146153,0.172482295812015,-182.84000000000003
2008-04-23,954.11,1006.5,1010.0,948.0,2682686200.0,33611926431.0,0.8643457999100219,1,0.6653420085090146,0.4743464148959779,0.2644350512069831,-89.61999999999989
2008-04-24,1083.28,1094.48,1096.37,1064.12,5441683700.0,72544772960.0,0.5976099282625809,1,1.0,0.766564295910506,0.4034269592536349,-25.84999999999991
2008-04-25,1098.06,1110.48,1139.82,1084.05,5233669500.0,75275038663.0,0.6034262213288879,1,0.9245207611575171,0.9245101782079386,0.4253410367286765,-20.40000000000009
2008-04-28,1096.09,1096.36,1111.95,1087.01,3344933900.0,48199509005.0,0.5372101424169436,1,0.7614307710258068,0.9175917418439983,0.4062836166588397,37.13999999999987
2008-04-29,1091.34,1108.11,1116.06,1089.6,3012879300.0,42724657389.0,0.6276969499799879,1,0.7541480113954917,0.9669237208962527,0.4238588618388256,28.1099999999999
2008-04-30,1110.12,1152.55,1155.1,1110.12,4302117700.0,62751776079.0,0.7644715395609829,1,0.8696661174123659,0.9431097555617634,0.4869905308281265,98.66999999999985
2008-05-05,1164.9,1186.83,1188.45,1152.1,4455625200.0,64042493179.0,0.6483987821670183,1,0.9039672248281367,0.7933318944147573,0.5309966312122371,167.30999999999995
2008-05-06,1179.01,1179.12,1194.57,1163.02,4269518200.0,61495709619.0,0.536294319519847,1,0.7746191878623655,0.7376743791546337,0.5179169703152148,202.92999999999984
2008-05-07,1172.89,1127.57,1186.44,1127.57,4074419900.0,58981773226.0,0.3044958340216365,0,0.5392255175746467,0.6554363431099879,0.43566555456320366,161.40999999999997
2008-05-08,1115.13,1158.0,1158.0,1111.35,3182460900.0,44804228366.0,0.7658052238298444,1,0.6696649783556183,0.6962682503459711,0.4788513879250935,198.39999999999998
2008-05-09,1167.81,1152.61,1173.67,1129.08,3947292900.0,59027235475.0,0.45784233074912156,0,0.6312932527504901,0.5853556618665917,0.4701376416583224,146.1099999999999
2008-05-12,1136.2,1168.28,1180.1,1124.7,3742127100.0,54730431275.0,0.7047061921682116,1,0.6792340112233904,0.5466787165488057,0.4933615847200342,73.79999999999995
2008-05-13,1134.91,1166.64,1180.29,1131.68,4676419800.0,64756485301.0,0.7030526543803852,1,0.6507257651714546,0.559123136770139,0.4903533597311055,56.16000000000008
2008-05-14,1165.56,1197.56,1197.56,1165.56,4417351000.0,63509135371.0,0.7000391405219065,1,0.744269243952243,0.7383166769405645,0.5375208041504671,101.20000000000005
2008-05-15,1204.34,1191.0,1215.08,1189.88,4113885500.0,59592699266.0,0.4694476038259193,0,0.6766551106848183,0.6555115230350813,0.5241108183650838,82.8900000000001
2008-05-16,1189.17,1181.63,1199.29,1163.61,3347567800.0,49693655942.0,0.4977906695820489,0,0.6228947433169807,0.647323849227233,0.5043835237351648,29.080000000000155
2008-05-19,1179.02,1177.52,1185.88,1165.0,2605210600.0,37364709362.0,0.5281221840982613,0,0.605151377810646,0.6047336935887622,0.4954232794072866,-9.309999999999945
2008-05-20,1177.84,1111.16,1184.95,1105.43,3435839300.0,49091374624.0,0.1969387088898567,0,0.3820864433172032,0.4679396261180033,0.3687302619591446,-67.95999999999981
2008-05-21,1096.63,1134.1,1139.28,1071.87,3664871800.0,48466390352.0,0.7402175399227017,1,0.534937565223587,0.45453332784153044,0.4132235357308027,6.529999999999973
2008-05-22,1122.46,1117.56,1140.35,1112.68,3417235500.0,46009134959.0,0.5096110001228574,0,0.5025450574329458,0.43314675394984886,0.3841906865080902,-40.440000000000055
2008-05-23,1113.79,1105.06,1124.34,1087.47,2950195000.0,39079010716.0,0.48882855238522,0,0.49427936282064966,0.4254077547563946,0.3624510025652773,-47.549999999999955
2008-05-26,1097.42,1072.72,1097.42,1071.91,2651797300.0,35268399318.0,0.4010399757603971,0,0.4178333682871229,0.36572164216117276,0.30936028366168267,-95.55999999999995
2008-05-27,1069.58,1082.32,1086.01,1066.2,2040416400.0,26848144350.0,0.6070190992567269,1,0.5148939072541306,0.5212138050568003,0.3313927036027161,-84.32000000000016
2008-05-28,1082.86,1109.38,1115.25,1077.06,2457778600.0,35124963822.0,0.6823014885326949,1,0.6449566577113433,0.5314684413845389,0.39125505062261134,-88.17999999999984
2008-05-29,1107.87,1085.15,1111.05,1084.39,2451696900.0,33303842762.0,0.4130061428868709,0,0.5458953509513323,0.513701777126355,0.34789612917661394,-105.84999999999991
2008-05-30,1083.45,1088.59,1093.92,1071.1,2293384400.0,30975917725.0,0.5641272420533622,1,0.5800649520367124,0.5484685458990549,0.35583329141618647,-93.04000000000019
2008-06-02,1084.81,1091.39,1099.05,1077.91,2246972400.0,29152025325.0,0.5720356518223049,1,0.6007237578109387,0.6281522978482856,0.36265233787751605,-86.12999999999988
2008-06-03,1091.33,1086.01,1095.54,1078.54,2227805400.0,29027394525.0,0.5065626315134647,0,0.5846284222237625,0.5936358613451171,0.3516290442980555,-25.15000000000009
2008-06-04,1082.73,1071.87,1083.77,1060.45,2146668100.0,27755883475.0,0.4757098529184547,0,0.5417007891613874,0.5018362266669979,0.32256859636609847,-62.23000000000002
2008-06-05,1067.67,1060.98,1070.65,1054.06,1796625400.0,22622846907.0,0.49823697124508565,0,0.5245331479788986,0.5302934808321532,0.3006106734430737,-56.57999999999993
2008-06-06,1062.0,1058.42,1067.77,1052.92,1768586600.0,22791095962.0,0.5155621055031291,0,0.5435896559427641,0.5168733151249495,0.29532998004502675,-46.63999999999987
2008-06-10,1017.39,973.43,1017.59,969.65,2316788000.0,28109644958.0,0.2771524651156145,0,0.2484362496238895,0.3186596084845408,0.1580572616692731,-99.29000000000008
2008-06-11,955.47,946.2,961.2,934.87,2229414100.0,26118960690.0,0.4776737984658688,0,0.25699790680758017,0.2677175102499262,0.12618765774255422,-136.1199999999999
2008-06-12,940.94,933.4,950.75,914.24,2289824200.0,27723513503.0,0.4877802948133691,0,0.3171561359766562,0.2666122507354658,0.1120104973592018,-175.98000000000013
2008-06-13,933.36,896.03,939.96,895.04,1971033300.0,22360094943.0,0.2963826788315994,0,0.25824861579474356,0.20178693976113343,0.07410857016128178,-189.12000000000012
2008-06-16,893.67,879.25,902.16,864.9,2026425700.0,22045211903.0,0.43917120710486207,0,0.2984943380454813,0.1677239597301196,0.0587079536510767,-209.33999999999992
2008-06-17,876.51,839.5,887.68,834.11,2212123100.0,23440897624.0,0.28304320455347076,0,0.22609569242305066,0.24589449398252639,0.0258311005186658,-251.8900000000001
2008-06-18,833.6,883.09,887.91,810.77,3186698600.0,33554795317.0,0.8910319941693481,1,0.5399462427130919,0.4207265107124351,0.15522071538722218,-202.91999999999996
2008-06-19,876.1,817.07,876.1,815.04,2805755600.0,30594095116.0,0.13250887995065724,0,0.26806482785912344,0.27784656698343685,0.09282628180452765,-254.79999999999984
2008-06-20,819.87,831.92,863.75,789.63,3304708200.0,34346049495.0,0.6236934246452029,1,0.4442120676523742,0.40876336059727403,0.1312586026587231,-229.06000000000006
2008-06-23,821.45,816.07,834.03,811.6,2031545300.0,21109827673.0,0.49654087368515315,0,0.4243461213659955,0.40800433909878986,0.1162811205359495,-242.35000000000002
2008-06-24,812.76,838.83,843.59,811.49,2304063300.0,23665029849.0,0.7276953372922673,1,0.59277716876269,0.5832588979039697,0.17622420460846974,-134.5999999999999
2008-06-25,837.52,879.24,879.48,835.6,3251088000.0,33775798108.0,0.8338481448357513,1,0.7910909714446608,0.5744747933780414,0.27245126893415206,-66.96000000000004
2008-06-26,877.13,886.96,895.55,868.43,3478805500.0,36864810341.0,0.6028047111377266,1,0.765619489596889,0.7961913114555841,0.2897876176877271,-46.43999999999994
2008-06-27,859.87,833.29,862.86,823.95,3153244500.0,33231733753.0,0.35074404241037416,0,0.4647706012600986,0.5892888167609911,0.21968750757583153,-62.74000000000001
2008-06-30,822.89,830.2,840.84,814.09,1927002900.0,20883572025.0,0.5888985678693386,1,0.4980053648281211,0.6279311557313599,0.21596837264423033,-49.049999999999955
2008-07-01,831.58,812.87,834.98,809.51,1981311500.0,20987702147.0,0.4010878327801524,0,0.45321371540881006,0.5088993530521277,0.19477331913012194,-26.629999999999995
2008-07-02,814.08,821.84,830.94,809.05,2043929600.0,21781088526.0,0.5927819753957889,1,0.5475254643292331,0.42421568496266737,0.21829617538047366,-61.25
2008-07-03,811.14,850.45,861.72,801.78,3452428800.0,37244910297.0,0.8257625659792132,1,0.7063761512109817,0.4837051981879445,0.29045573162021776,33.379999999999995
2008-07-04,846.99,845.62,858.68,838.13,2923834000.0,31755976361.0,0.526056025588624,0,0.6511824757144522,0.621721108724201,0.2828595281516212,13.700000000000045
2008-07-07,846.35,887.71,887.71,846.35,3819521500.0,40509988223.0,0.828192371181213,1,0.8382742869939588,0.7560766073922175,0.381444061557379,71.63999999999999
2008-07-08,891.19,899.1,901.32,876.42,4141427600.0,44678355339.0,0.5888533666786554,1,0.8131059979938128,0.84685872257882,0.40579680719709665,60.26999999999998
2008-07-09,902.66,928.23,928.23,902.66,4928912400.0,51717046992.0,0.7052622884428615,1,0.877560985542047,0.9045032130488291,0.46496113957149365,48.99000000000001
2008-07-10,917.46,912.28,938.88,908.85,4833072500.0,51913559919.0,0.5019471352755367,0,0.7133144034287963,0.7645366964945464,0.4316342031313226,25.319999999999936
2008-07-11,907.97,901.93,915.7,888.51,3539578100.0,37629990853.0,0.495925616531579,0,0.6326628983958287,0.7494612211716426,0.41020196156925215,68.63999999999999
2008-07-14,894.67,913.95,915.83,891.54,3013124800.0,32333425480.0,0.6647018290939476,1,0.6790795932841418,0.6581302652834857,0.4369823832185663,83.75
2008-07-15,916.98,884.3,921.83,880.97,3829515800.0,40349899838.0,0.32245466827598745,0,0.5250845837629223,0.5446291050359247,0.37455741982486224,71.42999999999995
2008-07-16,874.93,847.17,875.91,833.98,3320112500.0,33310942879.0,0.3458570503985542,0,0.387960552861801,0.369848115342033,0.30698547695074896,25.329999999999927
2008-07-17,857.71,839.06,868.66,834.4,2765274800.0,28679426796.0,0.405608507708514,0,0.42280819565621275,0.38727784699275736,0.29325813573150794,-11.3900000000001
2008-07-18,844.85,864.61,866.27,825.58,2812911500.0,29737208267.0,0.675706927183752,1,0.6016059080751696,0.4831752804333979,0.3577401121076731,18.99000000000001
2008-07-21,861.24,894.46,896.74,855.96,3401450300.0,35732760230.0,0.7665732965952907,1,0.7427661811428825,0.5326325577551501,0.42540825632528634,6.75
2008-07-22,895.61,896.88,904.05,890.97,3264167500.0,33087435290.0,0.5442222119410303,1,0.7091212970740726,0.6203132536833357,0.4307271591258992,-2.2200000000000273
2008-07-23,900.09,887.49,904.34,886.85,3163942600.0,32799324472.0,0.4519608216945495,0,0.633503323427038,0.7026095695741268,0.4096055392264921,-40.74000000000001
2008-07-24,891.18,909.11,910.71,891.18,3481094400.0,35981928771.0,0.6561412297750843,1,0.7239414944433619,0.7911326920835607,0.4601433620560279,-3.169999999999959
2008-07-25,901.51,902.95,911.73,895.88,3309833300.0,34358779642.0,0.5452951923468583,1,0.6581602244561511,0.6945938198421528,0.4449434820651367,1.0200000000000955
2008-07-28,907.39,911.83,917.4,907.35,3264717300.0,33633573580.0,0.5650192410445561,1,0.6821292884315502,0.633122420481187,0.4665112094257171,-2.1200000000000045
2008-07-29,902.92,897.83,902.92,890.97,3021902900.0,30230414294.0,0.5019995416013656,0,0.5961793670854,0.5878396816103121,0.42952593824014074,13.530000000000086
2008-07-30,905.77,894.4,909.78,887.44,2658713800.0,26640534459.0,0.46061293435193984,0,0.5860324535873391,0.6044301867906751,0.4204210368567789,47.23000000000002
2008-07-31,895.83,867.92,897.97,867.89,2508408400.0,24647030005.0,0.3492849204079086,0,0.4765668915815176,0.4734822880047741,0.3535539075616657,28.860000000000014
2008-08-01,862.76,876.46,882.93,849.51,2645819800.0,25865588408.0,0.63076606572098,1,0.5589852750165567,0.5128718726331875,0.37924978385454655,11.850000000000023
